0.09    69.0   12.0
0.17    83.0   8.3
0.24    79.69  2.65
0.27    70.0   14.0
0.4     87.0   17.4
0.43    86.45  3.68
0.48    97.0   62.0
0.88    117.0  23.4
0.9     117.0  23.0
1.3     168.0  13.4
1.43    177.0  14.2
1.53    140.0  14.0
1.75    202.0  40.4
